,MINERAL_DEPOSIT_NO,DEPOSIT_NAME,COMMODITY_CODE,COMMODITY_NAME,COMMODITY_CONFIDENCE,SIGNIFICANCE,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,flag
10586,11420,BULLOO CREEK,Co,Cobalt,,MAJOR,2070558,446887.86,6444619.38,54,140.4368871,-32.133576500000004,140.43687659999998,-32.1335625,0
4522,5844,KANGAROO CREEK ALLUVIALS,Au,Gold,,MAJOR,478989,296609.76,6138697.73,54,138.7747142,-34.8737565,138.77470380000003,-34.8737424,0
4500,5827,GUMERACHA,BRL,Beryl,,MINOR,478972,308615.95,6145276.99,54,138.90749519999997,-34.8167995,138.90748480000002,-34.8167854,0
6780,8191,HOTEL CREEK,SAND,Sand,,MAJOR,1201559,709530.65,6435911.5,53,137.2227506,-32.1938464,137.2227406,-32.193832300000004,0
10686,11511,CRATER LAKE,PALY,Palygorskite,,MAJOR,2078407,409269.47,6724983.33,53,134.0630181,-29.6016853,134.0630087,-29.6016711,0
10154,11047,SPRIGS,CALI,Calcrete,,MAJOR,2016741,340646.31,6158984.18,54,139.2601372,-34.6987665,139.26012680000002,-34.6987524,0
3076,4128,WATERHOUSE,Cu,Copper,,MAJOR,477271,246960.9,6066251.5,54,138.2097803,-35.5150955,138.20977,-35.5150814,0
10570,11405,HAMILTON J,Cu,Copper,,MAJOR,2070178,362983.57,6681350.38,54,139.57957040000002,-29.9911125,139.5795602,-29.9910985,0
7849,9065,GREEN POINT,LMST,Limestone,,MAJOR,1747541,485800.61,5793201.52,54,140.83825159999998,-38.0087526,140.8382407,-38.0087386,0
9641,10579,MORGAN HUT,FEORE,Iron Ore,,MAJOR,2007444,279400.8,6459301.5,54,138.6652834,-31.9808875,138.66527319999997,-31.9808734,0
5706,7235,MOUNT LAURA EAST,BAR,Barite,,MAJOR,480381,737485.06,6345534.58,53,137.5419735,-33.0027774,137.54196340000001,-33.002763300000005,0
4324,5602,ALLIANCE,Au,Gold,,MAJOR,478746,377080.66,6429641.46,54,139.6949582,-32.2632105,139.69494780000002,-32.2631965,0
1300,1537,TRESEVEAN,Au,Gold,,MINOR,239657,317971.06,6115960.52,54,139.00332519999998,-35.0827165,139.0033148,-35.082702399999995,0
9524,10469,THREE CHAIN NO.1,FEST,Ironstone - construction materials,,MAJOR,1997370,728820.54,6024071.5,53,137.53542140000002,-35.900915399999995,137.5354112,-35.9009013,0
1806,2140,COUP,Cu,Copper,,MAJOR,268292,349440.66,6648033.49,54,139.4344764,-30.2900765,139.43446619999997,-30.2900625,0
5352,6810,LITTLE HILL,Fe,Iron,,MAJOR,479956,356865.78,6647941.57,53,133.5116482,-30.2918063,133.5116389,-30.291792100000002,0
5786,7319,BANGOR,SLAT,Slate,,MAJOR,480465,277710.8,6091361.53,54,138.55540219999997,-35.2962555,138.5553919,-35.2962414,0
10896,11699,STURT,Cr,Chromium,,MINOR,2096044,412395.78,6670017.51,53,134.09081709999998,-30.0979033,134.0908077,-30.0978891,0
8469,9545,HELEN,Ag,Silver,,MAJOR,1804159,597104.45,6388826.16,53,136.03520780000002,-32.6338864,136.035198,-32.6338723,1
7179,8495,OZONE,Cu,Copper,,MAJOR,1132425,717970.64,6393171.45,53,137.32206259999998,-32.5774944,137.32205259999998,-32.577480300000005,0
10266,11138,CLAYTON,SLST,Siltstone,,MAJOR,2017843,243077.69,6753411.37,54,138.35443759999998,-29.322191399999998,138.35442759999998,-29.3221773,0
9336,10300,HUTT HILL,SDST,Sandstone,,MAJOR,1988155,277350.79,6274921.47,54,138.5993063,-33.6422765,138.599296,-33.6422624,0
1767,2095,WHITE ANTS,Au,Gold,,MINOR,267391,348060.68,6649801.48,54,139.4203874,-30.2739555,139.4203772,-30.2739415,0
3474,4587,HAHNDORF ALLUVIALS,Au,Gold,,MAJOR,477731,296000.72,6115391.48,54,138.7623472,-35.0836375,138.7623368,-35.0836234,0
501,499,CHADEE CURRA,GYPS,Gypsum,,MAJOR,210506,481100.76,6331841.48,53,134.7973389,-33.1520213,134.7973293,-33.1520071,0
4305,5579,TAPLEYS HILL NO.1,SLAT,Slate,,MAJOR,478723,277494.26,6119709.7,54,138.5606662,-35.0408195,138.5606559,-35.0408054,0
3545,4649,SHADYGROVE,MARB,Marble,,MAJOR,477793,299660.69,6103011.47,54,138.7994652,-35.195922499999995,138.7994548,-35.1959084,0
4837,6205,RADFORD CREEK NORTH,REE,Rare Earths,,MINOR,479350,237000.92,6452137.79,54,138.21500749999998,-32.0363964,138.21499740000002,-32.03638230000001,0
10258,11130,TALTRA HILL,CLAY,Clay,,MAJOR,2017835,272317.14,6876526.77,54,138.6800046,-28.217469399999995,138.6799946,-28.2174554,0
5430,6914,MONA LENA SOUTH,GYPS,Gypsum,,MAJOR,480060,708526.27,6489072.89,53,137.20064059999999,-31.7147744,137.20063069999998,-31.714760300000002,0
8394,9475,COCKRUMS,Fe,Iron,,MAJOR,1770352,458150.65,6391951.54,54,140.5539681,-32.6091685,140.5539576,-32.609154499999995,0
2982,3999,RISING SUN,Au,Gold,,MAJOR,477142,320736.73,6282349.53,54,139.06834530000003,-33.583515500000004,139.06833500000002,-33.583501399999996,0
1509,1741,ANGASTON RED,GRNT,Granite,,MAJOR,239725,318074.97,6175365.09,54,139.0173362,-34.547365500000005,139.0173258,-34.5473514,0
9599,10535,MELODY,Cu,Copper,,MAJOR,2007048,702430.69,6375471.47,53,137.16045559999998,-32.7399994,137.1604456,-32.7399853,0
1254,1486,ACLAIR NO.4,Cu,Copper,?,MAJOR,239458,317210.7,6111091.48,54,138.9939142,-35.1264575,138.99390380000003,-35.1264434,0
5460,6996,MAIL SOUTH,SALT,Salt,,MAJOR,480142,235740.97,6223551.49,54,138.1356754,-34.095490399999996,138.13566519999998,-34.095476299999994,0
6291,7754,GRAETZ,BAR,Barite,,MAJOR,831808,329280.72,6176061.47,54,139.13954019999997,-34.5430105,139.13952980000002,-34.5429964,0
1946,3037,BARNS,Au,Gold,,MAJOR,374214,542256.98,6366152.14,53,135.45154780000001,-32.8418763,135.4515381,-32.84186210000001,0
9706,10629,MILCOWIE DAM,MSLT,Metasiltstone,,MAJOR,2009424,237080.94,6312801.55,54,138.1766224,-33.291838399999996,138.1766122,-33.2918243,0
2330,3368,HINDMARSH ALLUVIALS,Au,Gold,,MAJOR,476510,275740.78,6133661.51,54,138.54521430000003,-34.9147375,138.545204,-34.9147234,0
6830,8229,GAS PIPELINE TIRRAWARRA 3,GRVL,Gravel,,MAJOR,1060949,413700.72,6940201.47,54,140.1250375,-27.659574499999998,140.1250273,-27.659560499999998,0
6646,8074,COORLAY LAKE,LMST,Limestone,,MAJOR,851294,682290.88,6605206.79,53,136.90283169999998,-30.6719684,136.9028218,-30.6719543,0
5680,7211,KATHLEEN PATRICIA MORION,QZ,Quartz,,MAJOR,480357,666972.99,6294397.72,53,136.7970306,-33.4768954,136.7970207,-33.4768813,0
10523,11368,FLINTOFT,Au,Gold,,MAJOR,2059025,505908.49,6679605.43,53,135.06127,-30.0145083,135.0612605,-30.014494199999998,0
1483,1716,KEYNETON KING,Ag,Silver,,MINOR,1800109,336850.69,6175013.83,54,139.2217992,-34.5536825,139.2217888,-34.5536684,1
10644,11474,ROGUES GULLY,DOL,Dolomite,,MAJOR,2076544,763680.89,6180128.82,53,137.87135039999998,-34.4867524,137.87134019999996,-34.4867383,0
3500,4610,LITTLE BENDIGO GULLY,Au,Gold,,MAJOR,477754,297753.62,6116225.31,54,138.78176519999997,-35.0764775,138.78175480000002,-35.076463399999994,0
9224,10210,WALTOWA,GRNT,Granite,,MAJOR,1984490,353550.62,6059551.53,54,139.38334509999999,-35.596948499999996,139.38333459999998,-35.596934399999995,0
1343,1588,WHEAL PIONEER,Au,Gold,,MAJOR,240009,320260.7,6112101.51,54,139.0275892,-35.1179045,139.02757880000001,-35.1178904,0
5172,6570,MOUNT MCINTYRE,BAS,Basalt,,MAJOR,479716,459760.62,5842211.5,54,140.5443507,-37.5662466,140.54433980000002,-37.5662326,0
6567,7997,BURLEY GRIFFIN,CLAY,Clay,,MAJOR,842494,278100.78,6135551.52,54,138.5715283,-34.898228499999995,138.571518,-34.8982144,0
4620,5930,STOCKYARD GULLY,Au,Gold,,MINOR,479075,298535.71,6151718.52,54,138.79889619999997,-34.756809499999996,138.79888590000002,-34.756795399999994,0
10112,11005,SWAN REACH NO.4,CALI,Calcrete,,MAJOR,2016696,373560.78,6184031.89,54,139.6231321,-34.477551500000004,139.6231216,-34.4775375,0
10315,11186,STURTVALE,COAL,Coal,,MAJOR,2018152,426091.66,6323390.48,54,140.2068071,-33.2258865,140.2067966,-33.225872499999994,0
3298,4376,CHRISTMAS,Au,Gold,,MAJOR,477519,293724.49,6596674.04,54,138.8452365,-30.745003499999996,138.8452263,-30.744989500000003,0
7257,8549,VALLEY DAM,Au,Gold,,MAJOR,1165781,652130.74,6390471.51,53,136.6213967,-32.61284439999999,136.6213868,-32.6128303,0
10008,10907,RISCHBIETH NO.2,Cu,Copper,,MAJOR,2016444,766672.28,6695723.03,53,137.7599876,-29.8402094,137.75997769999998,-29.840195299999998,0
6385,7853,AROONA,Zn,Zinc,,MAJOR,834497,247560.91,6611621.57,54,138.3670595,-30.601364399999998,138.36704939999998,-30.601350300000004,0
6489,7934,RESERVE,SAND,Sand,,MAJOR,838052,300677.14,6083850.66,54,138.80596819999997,-35.3687715,138.80595780000002,-35.3687574,0
4274,5547,PEDLAR CREEK,SHA,Shale,,MINOR,478691,272110.78,6099851.46,54,138.49622319999997,-35.218514500000005,138.4962129,-35.218500399999996,0
9763,10676,CLAREMONT NO.1,MSLT,Metasiltstone,,MAJOR,2010908,263390.81,6343101.52,54,138.4667664,-33.0248935,138.4667562,-33.024879399999996,0
9804,10715,NORTH HUMMOCKS,Cu,Copper,,MAJOR,2011461,231780.94,6234681.57,54,138.09622240000002,-33.994231400000004,138.0962122,-33.994217299999995,0
9520,10465,BIRCHMORE,FEST,Ironstone - construction materials,,MAJOR,1997366,717720.57,6026761.55,53,137.41179440000002,-35.8792164,137.4117842,-35.879202299999996,0
8682,9740,MANNEQUIN,Ag,Silver,,MAJOR,1848730,636000.77,6387551.52,53,136.4499597,-32.6412784,136.4499498,-32.641264299999996,1
7725,8959,LIGNUM DAM,Cu,Copper,,MAJOR,1620509,424560.63,6493541.54,54,140.2039922,-31.690972499999997,140.2039818,-31.6909585,0
212,228,PEARLAH,GRPH,Graphite,,MAJOR,210517,562270.73,6174021.48,53,135.6788987,-34.5736954,135.6788889,-34.5736812,0
5631,7162,COWELL JADE 9,JADE,Jade,,MAJOR,480308,679450.67,6293061.51,53,136.9315236,-33.4869214,136.9315136,-33.486907300000006,0
5290,6738,RAMCO,GYPS,Gypsum,,MAJOR,479884,391650.64,6212571.53,54,139.8236831,-34.2222845,139.8236726,-34.2222705,0
4481,5811,FRANCIS BROTHERS,CLAY,Clay,,MAJOR,478956,294370.76,6144581.54,54,138.7516772,-34.820288500000004,138.7516668,-34.8202744,0
6167,7636,TEAGLE MILLICENT,SDST,Sandstone,,MAJOR,831066,445181.22,5836306.41,54,140.3788268,-37.618716600000006,140.378816,-37.6187026,0
4319,5597,WORTHING,Cu,Copper,,MAJOR,1532173,273078.65,6114472.32,54,138.51086519999998,-35.087019500000004,138.5108549,-35.0870054,0
4577,5888,G. RUGGERI,SAND,Sand,,MAJOR,479033,295020.74,6144221.54,54,138.7586912,-34.8236635,138.7586808,-34.8236494,0
9576,10517,EAST PAINTER B,U,Uranium,,MAJOR,2006783,344080.71,6655531.48,54,139.3798724,-30.2217615,139.3798622,-30.2217475,0
9268,10246,NANTAWARRA SOUTH,SDST,Sandstone,,MAJOR,1987941,244960.86,6230661.58,54,138.2375874,-34.0337294,138.23757719999998,-34.0337153,0
10735,11563,KYCHERING,Au,Gold,,MAJOR,2082012,462920.8,6616041.5,53,134.613254,-30.5875613,134.6132445,-30.587547100000002,0
2773,3735,B. BRAZZALE,MIC,Mica,,MAJOR,476878,309540.68,6156631.45,54,138.92016919999998,-34.714648499999996,138.92015880000002,-34.7146344,0
516,514,WESTERN RIVER EAST,Ag,Silver,,MINOR,210314,679280.71,6049651.47,53,136.98110549999998,-35.6807534,136.98109540000002,-35.6807393,1
10311,11182,MINOS,Au,Gold,,MAJOR,2018103,495375.43,6607983.28,53,134.951728,-30.660842300000002,134.9517185,-30.660828100000003,0
7642,8904,FREELING,SAND,Sand,,MAJOR,1518282,301239.88,6191619.91,54,138.8377572,-34.3977645,138.8377469,-34.39775039999999,0
958,920,RAVEN HILL,FELD,Feldspar,,MAJOR,209951,435415.64,6448430.55,54,140.31551819999999,-32.0985965,140.31550769999998,-32.0985825,0
3901,5153,PARRARA,Cu,Copper,,MAJOR,478297,743130.49,6229851.49,53,137.6337744,-34.04385739999999,137.63376430000002,-34.0438433,0
6902,8293,EAGLES,Zn,Zinc,,MAJOR,1081591,542760.83,6743801.49,53,135.440877,-29.434424300000003,135.4408674,-29.434410200000002,0
3365,4462,RISCHBIETH,Cu,Copper,,MAJOR,477606,767020.58,6698391.52,53,137.7629266,-29.8160794,137.76291669999998,-29.816065299999998,0
8409,9486,SHELLS HILL,CALI,Calcrete,,MINOR,1783479,368718.35,6159218.06,54,139.5665771,-34.7006485,139.5665666,-34.7006345,0
3267,4343,MOUNT PLAYFAIR,MAGS,Magnesite,,MAJOR,477486,232167.56,6633809.28,54,138.2123756,-30.398035399999998,138.2123656,-30.3980213,0
2728,3701,SPRING GULLY,Au,Gold,,MAJOR,476844,311300.7,6153581.46,54,138.93869519999998,-34.7424615,138.93868480000003,-34.742447399999996,0
10820,11634,BM3,Au,Gold,,MAJOR,2090313,488180.9,6415595.91,54,140.8743271,-32.3965996,140.8743165,-32.3965856,0
4088,5354,OOLGELIMA CREEK NO.3,EPS,Epsomite,,MAJOR,478498,498499.29,6807521.24,53,134.984613,-28.860033299999998,134.9846035,-28.860019199999996,0
9018,10036,TEPCO,Au,Gold,,MAJOR,1905435,480500.66,6438601.5,54,140.7931351,-32.1889506,140.7931246,-32.188936600000005,0
6953,8336,WEST WELL,Fe,Iron,,MAJOR,1082826,370140.81,6663521.49,53,133.6515712,-30.152744300000002,133.6515619,-30.152730100000003,0
5734,7269,E.P. SMITH,Cu,Copper,,MAJOR,480415,660640.71,6276731.5,53,136.73208459999998,-33.637133399999996,136.7320747,-33.637119299999995,0
5278,6716,PARUNA,GRVL,Gravel,,MINOR,479862,475640.64,6157751.43,54,140.7339499,-34.7220156,140.7339392,-34.7220016,0
1246,1480,MONSTER LODE,Au,Gold,,MAJOR,239432,310958.27,6103092.83,54,138.9235022,-35.1973805,138.9234918,-35.1973664,0
9085,10081,ALMA EXTENDED WEST,Au,Gold,,MAJOR,1979604,352417.35,6426622.82,54,139.4327153,-32.2874565,139.432705,-32.2874425,0
77,95,WOOLDRIDGE CREEK,CELES,Celestite,,MAJOR,209637,514200.82,6979301.54,53,135.1435261,-27.309268300000003,135.1435166,-27.3092542,0
6381,7847,NURIOOTPA,SIS,Silica sand,,MAJOR,834133,314760.65,6187235.52,54,138.9838132,-34.4397905,138.9838028,-34.4397764,0
8913,9935,DE ROSE HILL,DOLR,Dolerite,,MAJOR,1902592,319200.83,7079851.51,53,133.1875683,-26.390019300000002,133.18755910000002,-26.390005100000003,0
10074,10968,PARNAROO SOUTH NO.1,MSLT,Metasiltstone,,MAJOR,2016592,321423.64,6344609.71,54,139.0880343,-33.022363500000004,139.088024,-33.0223494,0
3811,5007,CAMPBELL AND CARVER,LMST,Limestone,,MAJOR,478151,577147.76,6146985.77,53,135.8435497,-34.816464399999994,135.8435399,-34.816450200000006,0
5761,7299,WALLAROO FLUX,LMST,Limestone,,MAJOR,480445,740770.58,6241831.51,53,137.6049355,-33.9364674,137.60492539999998,-33.9364533,0
7460,8735,GOMERSAL CREEK,MSLT,Metasiltstone,,MAJOR,1301280,306923.48,6174626.69,54,138.8957072,-34.5519865,138.89569680000002,-34.5519724,0
1107,1016,OLD TORAMINGA DAM,Cu,Copper,,MINOR,209571,429120.65,6465961.5,54,140.25009619999997,-31.940071500000002,140.2500858,-31.9400575,0
9759,10672,WIRRABARA FOREST,MSLT,Metasiltstone,,MAJOR,2010904,235060.94,6344151.55,54,138.1640634,-33.0089104,138.16405319999998,-33.008896299999996,0
10542,11382,HARRIS,Au,Gold,,MAJOR,2059691,339065.64,6455801.13,54,139.2958803,-32.0224995,139.29587,-32.022485499999995,0
3740,4888,WHEAL ROTHSCHILD,Cu,Copper,,MAJOR,478032,311519.39,6199123.96,54,138.9511672,-34.3320585,138.9511568,-34.332044399999994,0
5626,7157,COWELL JADE 85,JADE,Jade,,MAJOR,480303,680780.69,6292211.55,53,136.94600359999998,-33.4943594,136.9459936,-33.4943453,0
10030,10925,MORALANA CREEK,GYPS,Gypsum,,MAJOR,2016540,225005.78,6520030.97,54,138.1072075,-31.4217864,138.10719740000002,-31.4217723,0
2389,3417,SLAPES GULLY,SHA,Shale,,MAJOR,2090644,291420.74,6129341.52,54,138.71564519999998,-34.9570075,138.71563480000003,-34.9569934,0
8303,9394,GRAINGER 10,Au,Gold,,MAJOR,1765927,321505.67,6371066.54,54,139.09403030000001,-32.7838555,139.09402,-32.7838414,0
1569,1835,DURDAN,Au,Gold,,MAJOR,242642,315880.66,6145141.49,54,138.9868502,-34.819360499999995,138.9868398,-34.8193464,0
3619,4724,LANGE,SAND,Sand,,MAJOR,477868,281400.77,6066241.47,54,138.58921619999998,-35.5233715,138.58920580000003,-35.523357399999995,0
7899,9104,WIRREALPA NORTH,Ag,Silver,,MINOR,1753203,295770.75,6565301.51,54,138.8603174,-31.0282455,138.8603072,-31.0282315,1
9902,10803,NEVADA EXTENDED,Cu,Copper,,MAJOR,2015751,288150.74,6618042.89,54,138.7914345,-30.5513414,138.79142439999998,-30.551327399999998,0
5227,6640,FINLAYSON,GRVL,Gravel,,MAJOR,479786,754250.48,6396621.44,53,137.70727549999998,-32.5386744,137.7072654,-32.538660300000004,0
9386,10344,BALAH BORE SOUTH,HMIN,Heavy Minerals,,MAJOR,1995503,410600.65,6288901.47,54,140.0371521,-33.5357565,140.03714159999998,-33.5357425,0
329,337,CUMMINS SITE 4,GRNT,Granite,,MAJOR,210001,585310.69,6220861.46,53,135.9254087,-34.1496744,135.9253989,-34.1496602,0
6544,7977,HOBBS,GRVL,Gravel,,MAJOR,839524,320680.72,6145361.51,54,139.0393532,-34.818234499999996,139.03934280000001,-34.818220399999994,0
8745,9793,KYILLA VALE,CLAY,Clay,,MAJOR,1851926,598233.23,6223313.16,53,136.0652887,-34.126430400000004,136.0652789,-34.1264162,0
5683,7215,LARKINS FIND,Cu,Copper,,MAJOR,480361,666080.73,6259681.49,53,136.7939106,-33.7900024,136.7939007,-33.7899883,0
9828,10735,LOOKOUT,LMST,Limestone,,MAJOR,2015143,343163.28,6113553.81,54,139.2790831,-35.1086435,139.2790726,-35.1086294,0
10337,11207,IRON PRINCE,Th,Thorium,,MAJOR,2018184,702342.9,6348381.69,53,137.1654476,-32.9842064,137.1654376,-32.984192300000004,0
8372,9458,MANXMAN B,Fe,Iron,,MAJOR,1770325,541730.77,6721731.52,53,135.431101,-29.6336403,135.4310914,-29.6336262,0
8377,9462,INJABRECK,Cu,Copper,,MAJOR,1770329,462980.74,6768171.54,53,134.61913710000002,-29.2146593,134.61912759999998,-29.2146451,0
6248,7714,BORAL KAPUNDA,MSLT,Metasiltstone,,MAJOR,831337,303240.67,6193121.53,54,138.8598542,-34.384614500000005,138.8598439,-34.3846004,0
2489,3489,EVERARD RANGES,BRL,Beryl,,MAJOR,476632,340540.8,7019621.58,53,133.3938253,-26.9361723,133.39381609999998,-26.9361581,0
6038,7528,ROCKY RIDGE,U,Uranium,,MAJOR,830840,465800.71,6419901.51,54,140.6365161,-32.357296500000004,140.6365056,-32.357282500000004,0
9138,10128,SCHUSTERS,Au,Gold,,MAJOR,1983511,304975.66,6332396.87,54,138.9094243,-33.1296315,138.909414,-33.1296174,0
10047,10941,MINVALARA NO.2,MSLT,Metasiltstone,,MAJOR,2016565,296822.79,6356035.25,54,138.82731830000003,-32.9150625,138.82730800000002,-32.915048399999996,0
7848,9064,EIGHT MILE CREEK NO.3,LMST,Limestone,,MAJOR,1747540,491320.58,5792451.45,54,140.9011216,-38.0155826,140.90111059999998,-38.0155686,0
8472,9547,TROJAN HORSE,Ag,Silver,,MAJOR,1804161,655753.18,6384366.86,53,136.66100769999997,-32.6673864,136.66099780000002,-32.6673723,1
1267,1494,GLENALBYN,Ag,Silver,,MINOR,239466,306540.69,6097931.56,54,138.8737942,-35.243046500000005,138.8737838,-35.2430324,1
8988,10009,DUCK PONDS NO.3,SAND,Sand,,MAJOR,1904244,568370.73,6156801.49,53,135.7467897,-34.7285834,135.7467799,-34.7285692,0
7380,8656,MARION NO.4,CLAY,Clay,,MAJOR,1210658,276630.75,6123151.47,54,138.5521322,-35.0096215,138.5521219,-35.00960739999999,0
5388,6848,WILGENA ENTERPRISE,Au,Gold,,MAJOR,479994,455179.98,6602338.15,53,134.531922,-30.7109473,134.5319125,-30.710933100000002,0
2709,3682,SOUTH PARA,SDST,Sandstone,,MAJOR,476825,305640.74,6159581.48,54,138.8782862,-34.6873295,138.8782758,-34.687315399999996,0
7150,8478,BROOKES BORE,HMIN,Heavy Minerals,,MAJOR,1132274,496170.65,6351231.54,54,140.959018,-32.9772756,140.9590074,-32.977261600000006,0
6683,8107,DRAYTON,CLAY,Clay,,MAJOR,854181,278560.76,6134931.56,54,138.57639419999998,-34.9039145,138.57638390000002,-34.9039004,0
8570,9642,HALIDON,HMIN,Heavy Minerals,,MAJOR,1812968,420655.63,6142181.5,54,140.1319799,-34.8596139,140.1319693,-34.8595999,0
9807,10718,WALLINGA,MSLT,Metasiltstone,,MAJOR,2012525,318276.37,6300679.19,54,139.04556530000002,-33.4178685,139.045555,-33.417854399999996,0
386,409,BIRTHDAY BALLAST,RHYO,Rhyolite,,MAJOR,210423,454529.39,6647573.34,53,134.5271071,-30.3027383,134.5270976,-30.302724100000002,0
1801,2119,COMMONWEALTH,Ag,Silver,,MINOR,268271,341877.1,6659585.2,54,139.35759040000002,-30.184909499999996,139.3575802,-30.184895500000003,1
2460,3469,WHEAL ACRAMAN,Cu,Copper,,MAJOR,476612,293387.03,6139215.09,54,138.7396062,-34.8684445,138.7395959,-34.8684304,0
7923,9118,MAMMOTH,Zn,Zinc,,MAJOR,1753711,497250.67,6498241.51,54,140.9710021,-31.651048600000003,140.9709916,-31.651034600000003,0
8138,9274,YUMALI,Zn,Zinc,,MINOR,1761434,362150.65,6061041.54,54,139.4785041,-35.584754499999995,139.4784936,-35.5847404,0
3763,4928,COOBOWIE,LMST,Limestone,,MAJOR,478072,746447.31,6118741.2,53,137.70184640000002,-35.0439844,137.7018362,-35.0439703,0
9646,10584,ANDREWS WEST,MSLT,Metasiltstone,,MAJOR,2007829,278540.75,6279321.5,54,138.61322130000002,-33.6028735,138.613211,-33.6028594,0
2520,3519,MOUNT BORE EAST,Cu,Copper,,MAJOR,476662,773370.49,6675901.48,53,137.8343046,-30.017407399999996,137.8342946,-30.017393300000002,0
10197,11083,MCANANEY,HMIN,Heavy Minerals,,MAJOR,2016838,331491.35,6089265.67,54,139.1460961,-35.325652500000004,139.1460857,-35.325638399999995,0
3420,4532,SHANNON CALCRETE,CALI,Calcrete,,MAJOR,477676,262610.81,6186131.56,54,138.4163493,-34.4390645,138.416339,-34.43905039999999,0
5684,7218,POOTITNIE,MAGS,Magnesite,,MAJOR,480364,650430.76,6282431.45,53,136.62107460000001,-33.5872364,136.62106469999998,-33.5872223,0
9179,10170,MANUEL,Cu,Copper,,MAJOR,1983717,278090.75,6216311.51,54,138.5924683,-34.1705725,138.592458,-34.1705584,0
4589,5899,PRAIRIES,Au,Gold,,MAJOR,479044,298940.73,6141571.56,54,138.80089019999997,-34.8483245,138.80087980000002,-34.8483104,0
3361,4457,MIRRA CREEK,Cu,Copper,,MAJOR,477601,776810.52,6705681.47,53,137.8622506,-29.7482144,137.8622406,-29.748200300000004,0
5800,7332,KIRRA,SAND,Sand,,MAJOR,480478,482425.59,6042062.66,54,140.80557980000003,-35.7653236,140.805569,-35.7653096,0
4765,6096,JUNCTION,Au,Gold,,MAJOR,479241,320648.65,6370817.58,54,139.0848353,-32.7859605,139.084825,-32.7859464,0
4815,6177,GENTRYS CLAIMS,MAGS,Magnesite,,MAJOR,479322,345000.67,6384641.45,54,139.3470743,-32.6650165,139.347064,-32.6650025,0
10922,11723,IRON BARONESS,Fe,Iron,,MAJOR,2096196,700862.59,6346715.36,53,137.1499796,-32.999500399999995,137.1499696,-32.9994863,0
6218,7687,CRYSTAL BROOK,DOL,Dolomite,,MAJOR,831142,243640.92,6308341.57,54,138.2457314,-33.333600399999995,138.2457212,-33.3335863,0
10609,11440,MOROCCO,Pb,Lead,,MAJOR,2070664,445800.65,6520171.5,54,140.4295622,-31.451919500000002,140.4295518,-31.4519055,0
2934,3943,MINTARO,SLAT,Slate,,MAJOR,477086,288130.77,6244231.57,54,138.7080983,-33.9210565,138.70808799999998,-33.9210424,0
380,403,COOK,LMST,Limestone,,MAJOR,210440,635280.85,6613351.5,52,130.4112006,-30.604755199999996,130.4111918,-30.604740999999997,0
4448,5786,DELANEY,Au,Gold,,MAJOR,478931,309490.71,6133371.52,54,138.91434519999999,-34.924251500000004,138.91433480000003,-34.9242374,0
8230,9334,KIANA,Cu,Copper,,MINOR,1765720,537043.98,6224818.81,53,135.40168480000003,-34.1168154,135.4016751,-34.116801200000005,0
